Year,Make,Model,Trim,Body,BodyConvertible,BodyCoupe,BodyGranCoupe,BodyPickup,BodyRoadster,BodySedan,BodySUV,BodyWagon,StartingMSRP,0-60 MPH,Drive Train,drivetrain2WD,drivetrainAWD,drivetrainHybrid,drivetrainFWD,drivetrainRWD,MPG,Engine,EngineNum,Has Turbos,Engine Size (L),GHE,MPGe,HP,Auto,Cab,Range (mi),Top Speed,Origin Country
,Porsche,Panamera,Turbo S,Sedan,0,0,0,0,0,1,0,0,179800,2.9,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Gas,,620,,,,196,Germany
,Porsche,Panamera,Turbo S Executive,Sedan,0,0,0,0,0,1,0,0,190200,3,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Gas,,620,,,,196,Germany
,Porsche,Panamera,Turbo S E-Hybrid,Sedan,0,0,0,0,0,1,0,0,189800,3,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Hybrid,,690,,,,196,Germany
,Porsche,Panamera,Turbo S E-Hybrid Executive,Sedan,0,0,0,0,0,1,0,0,200200,3.1,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Hybrid,,690,,,,196,Germany
,Porsche,Taycan,,Sedan,0,0,0,0,0,1,0,0,82700,5.1,,0,0,0,0,0,,,,,,Electric,,402,,,225,143,Germany
,Porsche,Taycan,4S,Sedan,0,0,0,0,0,1,0,0,103800,3.8,,0,0,0,0,0,,,,,,Electric,,522,,,227,155,Germany
,Porsche,Taycan,Turbo,Sedan,0,0,0,0,0,1,0,0,150900,3,,0,0,0,0,0,,,,,,Electric,,670,,,212,161,Germany
,Porsche,Taycan,Turbo S,Sedan,0,0,0,0,0,1,0,0,185000,2.6,,0,0,0,0,0,,,,,,Electric,,750,,,201,161,Germany
,Mercedes-Benz,G 550 SUV,,SUV,0,0,0,0,0,0,1,0,131750,5.6,,0,0,0,0,0,,V8,9,Bi-Turbo,4,Gas,,416,,,,,Germany
,Mercedes-Benz,AMG G 63 SUV,,SUV,0,0,0,0,0,0,1,0,156450,4.5,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,577,,,,,Germany
,Mercedes-Maybach,GLS 600 SUV,,SUV,0,0,0,0,0,0,1,0,160500,4.8,,0,0,0,0,0,,V8,9,Bi-Turbo w/ EQ Boost,4,Gas,,550,,,,,Germany
,Porsche,Panamera,4 Sport Turismo,Wagon,0,0,0,0,0,0,0,1,99200,5,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Gas,,325,,,,164,Germany
,Porsche,Panamera,4S Sport Turismo,Wagon,0,0,0,0,0,0,0,1,112600,4.1,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Gas,,443,,,,180,Germany
,Porsche,Panamera,4 E-Hybrid Sport Turismo,Wagon,0,0,0,0,0,0,0,1,109000,4.2,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Hybrid,,455,,,,174,Germany
,Porsche,Panamera,4S E-Hybrid Sport Turismo,Wagon,0,0,0,0,0,0,0,1,118700,3.5,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Hybrid,,552,,,,182,Germany
,Mercedes-Benz,AMG E 63 S Wagon,,Wagon,0,0,0,0,0,0,0,1,112450,3.4,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,603,,,,,Germany
,Porsche,Panamera,GTS Sport Turismo,Wagon,0,0,0,0,0,0,0,1,136900,3.7,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Gas,,473,,,,182,Germany
,Porsche,Panamera,Turbo S Sport Turismo,Wagon,0,0,0,0,0,0,0,1,183800,2.9,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Gas,,620,,,,196,Germany
,Porsche,Panamera,Turbo S E-Hybrid Sport Turismo,Wagon,0,0,0,0,0,0,0,1,193800,3,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Hybrid,,690,,,,196,Germany
,Porsche,Taycan,4 Cross Turismo,Wagon,0,0,0,0,0,0,0,1,93700,4.8,,0,0,0,0,0,,,,,,Electric,,469,,,215,137,Germany
,Porsche,Taycan,4S Cross Turismo,Wagon,0,0,0,0,0,0,0,1,110300,3.9,,0,0,0,0,0,,,,,,Electric,,562,,,215,149,Germany
,Porsche,Taycan,Turbo Cross Turismo,Wagon,0,0,0,0,0,0,0,1,153500,3.1,,0,0,0,0,0,,,,,,Electric,,670,,,204,155,Germany
,Porsche,Taycan,Turbo S Cross Turismo,Wagon,0,0,0,0,0,0,0,1,187600,2.7,,0,0,0,0,0,,,,,,Electric,,750,,,202,155,Germany
