Year,Make,Model,Trim,Body,BodyConvertible,BodyCoupe,BodyGranCoupe,BodyPickup,BodyRoadster,BodySedan,BodySUV,BodyWagon,StartingMSRP,0-60 MPH,Drive Train,drivetrain2WD,drivetrainAWD,drivetrainHybrid,drivetrainFWD,drivetrainRWD,MPG,Engine,EngineNum,Has Turbos,Engine Size (L),GHE,MPGe,HP,Auto,Cab,Range (mi),Top Speed,Origin Country
2021,Lexus,RC 300 RWD,,Coupe,0,1,0,0,0,0,0,0,42220,,RWD,0,0,0,0,1,,,,,,Gas,,,,,,,Japan
2021,Lexus,RC 300 F Sport RWD,,Coupe,0,1,0,0,0,0,0,0,46690,,RWD,0,0,0,0,1,,,,,,Gas,,,,,,,Japan
2021,Lexus,LC 500,,Coupe,0,1,0,0,0,0,0,0,97610,,RWD,0,0,0,0,1,,,,,,Hybrid,,354,,,,,Japan
2022,BMW,430i Gran Coupe,,Gran Coupe,0,0,1,0,0,0,0,0,45200,5.8,RWD,0,0,0,0,1,34,I4,6,TwinPower Turbo,2,Gas,,255,,,,,Germany
2022,BMW,840i Gran Coupe,,Gran Coupe,0,0,1,0,0,0,0,0,85000,4.9,RWD,0,0,0,0,1,29,I6,7,TwinPower Turbo,3,Gas,,335,,,,,Germany
2022,BMW,Z4 sDrive30i,,Roadster,0,0,0,0,1,0,0,0,49900,5.2,RWD,0,0,0,0,1,32,I4,6,TwinPower Turbo,2,Gas,,255,,,,,Germany
2022,BMW,Z4 M40i,,Roadster,0,0,0,0,1,0,0,0,63700,3.9,RWD,0,0,0,0,1,29,I6,7,M TwinPower Turbo,3,Gas,,382,,,,,Germany
2022,BMW,330i,,Sedan,0,0,0,0,0,1,0,0,41450,5.6,RWD,0,0,0,0,1,36,I4,6,TwinPower Turbo,2,Gas,,255,,,,,Germany
2022,BMW,330e Sedan,,Sedan,0,0,0,0,0,1,0,0,42950,5.6,RWD,0,0,0,0,1,,I4,6,TwinPower Turbo,2,Electric,75,288,,,,,Germany
2022,BMW,530i Sedan,,Sedan,0,0,0,0,0,1,0,0,54200,5.9,RWD,0,0,0,0,1,33,I4,6,TwinPower Turbo,2,Gas,,248,,,,,Germany
2022,BMW,530ie Sedan,,Sedan,0,0,0,0,0,1,0,0,55550,5.7,RWD,0,0,0,0,1,,I4,6,TwinPower Turbo,2,Electric,64,288,,,,,Germany
2021,Lexus,IS 300,,Sedan,0,0,0,0,0,1,0,0,39050,,RWD,0,0,0,0,1,,I4,6,Turbocharged,,Gas,,241,,,,,Japan
2022,BMW,M340i Sedan,,Sedan,0,0,0,0,0,1,0,0,54700,4.4,RWD,0,0,0,0,1,32,I6,7,M TwinPower Turbo,3,Gas,,382,,,,,Germany
2022,BMW,M3 Sedan,,Sedan,0,0,0,0,0,1,0,0,69900,4.1,RWD,0,0,0,0,1,23,I6,7,M TwinPower Turbo,3,Gas,,473,,,,,Germany
2022,BMW,M3 Competition Sedan,,Sedan,0,0,0,0,0,1,0,0,72800,3.8,RWD,0,0,0,0,1,23,I6,7,M TwinPower Turbo,3,Gas,,503,,,,,Germany
2022,BMW,540i Sedan,,Sedan,0,0,0,0,0,1,0,0,59950,4.9,RWD,0,0,0,0,1,32,I6,7,TwinPower Turbo,3,Gas,,335,,,,,Germany
2022,BMW,740i Sedan,,Sedan,0,0,0,0,0,1,0,0,86800,5.3,RWD,0,0,0,0,1,29,I6,7,TwinPower Turbo,3,Gas,,335,,,,,Germany
2021,Lexus,IS 350 F Sport,,Sedan,0,0,0,0,0,1,0,0,42950,,RWD,0,0,0,0,1,,V6,8,,,Gas,,311,,,,,Japan
2021,Lexus,LS 500,,Sedan,0,0,0,0,0,1,0,0,76000,4.6,RWD,0,0,0,0,1,,V6,8,Twin-Turbo,,Gas,,416,,,,,Japan
2021,Dodge,Charger,SXT,Sedan,0,0,0,0,0,1,0,0,31125,,RWD,0,0,0,0,1,,V6,8,,3.6,Gas,,,,,,,USA
2021,Dodge,Charger,GT,Sedan,0,0,0,0,0,1,0,0,33125,,RWD,0,0,0,0,1,,V6,8,,3.6,Gas,,,,,,,USA
2022,Maserati,Ghibli,GT,Sedan,0,0,0,0,0,1,0,0,76200,5.5,RWD,0,0,0,0,1,,V6,8,,3,Gas,,345,,,,166,Italy
2022,Maserati,Ghibli,Modena,Sedan,0,0,0,0,0,1,0,0,80900,4.9,RWD,0,0,0,0,1,,V6,8,,3,Gas,,424,,,,178,Italy
2022,Maserati,Quattroporte,GT,Sedan,0,0,0,0,0,1,0,0,96000,,RWD,0,0,0,0,1,,V6,8,,3,Gas,,345,,,,166,Italy
2022,Maserati,Quattroporte,Modena,Sedan,0,0,0,0,0,1,0,0,105800,5,RWD,0,0,0,0,1,,V6,8,,3,Gas,,424,,,,179,Italy
2021,Dodge,Charger,R/T,Sedan,0,0,0,0,0,1,0,0,38125,,RWD,0,0,0,0,1,,V8,9,,5.7,Gas,,370,,,,,USA
2021,Dodge,Charger,SCAT PACK,Sedan,0,0,0,0,0,1,0,0,42800,,RWD,0,0,0,0,1,,V8,9,,,Gas,,485,,,,,USA
2021,Dodge,Charger,SCAT PACK WIDEBODY,Sedan,0,0,0,0,0,1,0,0,48795,,RWD,0,0,0,0,1,,V8,9,,,Gas,,485,,,,,USA
2021,Dodge,Charger,SRT HELLCAT WIDEBODY,Sedan,0,0,0,0,0,1,0,0,73225,,RWD,0,0,0,0,1,,V8,9,,6.2,Gas,,717,,,,,USA
2021,Dodge,Charger,SRT HELLCAT REDEYE WIDEBODY,Sedan,0,0,0,0,0,1,0,0,81825,,RWD,0,0,0,0,1,,V8,9,,6.2,Gas,,797,,,,,USA
2022,Maserati,Ghibli,Trofeo,Sedan,0,0,0,0,0,1,0,0,110600,4,RWD,0,0,0,0,1,,V8,9,,3.8,Gas,,580,,,,203,Italy
2022,Maserati,Quattroporte,Trofeo,Sedan,0,0,0,0,0,1,0,0,143200,4.2,RWD,0,0,0,0,1,,V8,9,,3.8,Gas,,580,,,,203,Italy
2021,Lexus,LS 500 F SPORT,,Sedan,0,0,0,0,0,1,0,0,79600,,RWD,0,0,0,0,1,,,,,,Gas,,,,,,,Japan
2021,Lexus,LS 500h,,Sedan,0,0,0,0,0,1,0,0,90500,,RWD,0,0,0,0,1,,,,,,Hybrid,,,,,,,Japan
2022,BMW,X3 sDrive30i,,SUV,0,0,0,0,0,0,1,0,43700,6,RWD,0,0,0,0,1,29,I4,6,TwinPower Turbo,2,Gas,,248,,,,,Germany
2022,BMW,X5 sDrive40i,,SUV,0,0,0,0,0,0,1,0,59400,5.3,RWD,0,0,0,0,1,26,I6,7,M TwinPower Turbo,3,Gas,,335,,,,,Germany
2021,Dodge,Durango,SXT,SUV,0,0,0,0,0,0,1,0,32962,,RWD,0,0,0,0,1,,V6,8,,3.6,Gas,,293,,,,,USA
2021,Dodge,Durango,SXT PLUS,SUV,0,0,0,0,0,0,1,0,37352,,RWD,0,0,0,0,1,,V6,8,,3.6,Gas,,295,,,,,USA
2021,Dodge,Durango,GT,SUV,0,0,0,0,0,0,1,0,37157,,RWD,0,0,0,0,1,,V6,8,,3.6,Gas,,295,,,,,USA
2021,Dodge,Durango,GT PLUS,SUV,0,0,0,0,0,0,1,0,41157,,RWD,0,0,0,0,1,,V6,8,,3.6,Gas,,295,,,,,USA
2021,Dodge,Durango,R/T,SUV,0,0,0,0,0,0,1,0,46407,,RWD,0,0,0,0,1,,V8,9,,5.7,Gas,,360,,,,,USA
2021,Dodge,Durango,CITADEL,SUV,0,0,0,0,0,0,1,0,48812,,RWD,0,0,0,0,1,,V8,9,,5.7,Gas,,360,,,,,USA
,Porsche,718 Cayman,,Convertible,1,0,0,0,0,0,0,0,62600,4.9,,0,0,0,0,0,,Boxer 4,3,Turbocharged,,Gas,,300,,,,,Germany
,Porsche,718 Cayman,T,Convertible,1,0,0,0,0,0,0,0,71700,4.9,,0,0,0,0,0,,Boxer 4,3,Turbocharged,,Gas,,300,,,,,Germany
,Porsche,718 Cayman,S,Convertible,1,0,0,0,0,0,0,0,74600,4.4,,0,0,0,0,0,,Boxer 4,3,Turbocharged,,Gas,,350,,,,,Germany
,Porsche,718 Cayman,GTS 4.0,Convertible,1,0,0,0,0,0,0,0,89500,4.3,,0,0,0,0,0,,Boxer 6,4,,,Gas,,394,,,,,Germany
,Porsche,Boxster,25 Years,Convertible,1,0,0,0,0,0,0,0,100100,4.3,,0,0,0,0,0,,Boxer 6,4,,,Gas,,394,,,,,Germany
,Porsche,911,Carrera,Convertible,1,0,0,0,0,0,0,0,114000,4.2,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,379,,,,180,Germany
,Porsche,911,Carrera 4,Convertible,1,0,0,0,0,0,0,0,121300,4.2,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,379,,,,179,Germany
,Porsche,911,Carrera S,Convertible,1,0,0,0,0,0,0,0,129900,3.7,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,443,,,,190,Germany
,Porsche,911,Carrera 4S,Convertible,1,0,0,0,0,0,0,0,137200,3.6,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,3,Gas,,443,,,,188,Germany
,Porsche,911,Carrera GTS,Convertible,1,0,0,0,0,0,0,0,149500,3.4,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,3,Gas,,473,,,,192,Germany
,Porsche,911,Carrera 4 GTS,Convertible,1,0,0,0,0,0,0,0,156800,3.3,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,3,Gas,,473,,,,190,Germany
,Porsche,911,Turbo,Convertible,1,0,0,0,0,0,0,0,187100,2.8,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,572,,,,199,Germany
,Porsche,911,Turbo S,Convertible,1,0,0,0,0,0,0,0,219800,2.7,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,640,,,,205,Germany
,Mercedes-Benz,C 300 Cabriolet,,Convertible,1,0,0,0,0,0,0,0,54700,6.1,,0,0,0,0,0,,I4,6,Turbo,2,Gas,,255,,,,,Germany
,Mercedes-Benz,E 450 Cabriolet,,Convertible,1,0,0,0,0,0,0,0,71950,5.2,,0,0,0,0,0,,I6,7,Turbo w/ EQ Boost,3,Gas,,362,,,,,Germany
,Mercedes-Benz,AMG E 53 Cabriolet,,Convertible,1,0,0,0,0,0,0,0,82850,4.4,,0,0,0,0,0,,I6,7,AMG Turbo w/ EQ Boost & Electric Auxiliary Compressor,3,Gas,,429,,,,,Germany
,Mercedes-Benz,AMG C 43 Cabriolet,,Convertible,1,0,0,0,0,0,0,0,65500,4.6,,0,0,0,0,0,,V6,8,AMG Bi-Turbo,3,Gas,,385,,,,,Germany
,Mercedes-Benz,AMG C 63 Cabriolet,,Convertible,1,0,0,0,0,0,0,0,78000,4,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,469,,,,,Germany
,Mercedes-Benz,AMG C 63 S Cabriolet,,Convertible,1,0,0,0,0,0,0,0,85600,3.9,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,503,,,,,Germany
,Mercedes-Benz,S 560 Cabriolet,,Convertible,1,0,0,0,0,0,0,0,140000,4.5,,0,0,0,0,0,,V8,9,Bi-Turbo,4,Gas,,463,,,,,Germany
,Mercedes-Benz,AMG S 63 Cabriolet,,Convertible,1,0,0,0,0,0,0,0,185400,3.4,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,603,,,,,Germany
2022,Chevrolet,Camaro,1SS,Convertible,1,0,0,0,0,0,0,0,37500,,,0,0,0,0,0,,V8,9,,6.2,Gas,,455,,,,,USA
2021,Ford,Mustang,EcoBoost,Convertible,1,0,0,0,0,0,0,0,32705,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2021,Ford,Mustang,EcoBoost Premium,Convertible,1,0,0,0,0,0,0,0,37725,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2021,Ford,Mustang,GT Premium,Convertible,1,0,0,0,0,0,0,0,45785,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Camaro,LT,Convertible,1,0,0,0,0,0,0,0,25500,,,0,0,0,0,0,,,,Turbocharged,2,Gas,,275,,,,,USA
2022,Chevrolet,Camaro,2LT,Convertible,1,0,0,0,0,0,0,0,27500,,,0,0,0,0,0,,,,Turbocharged,2,Gas,,275,,,,,USA
2022,Chevrolet,Camaro,3LT,Convertible,1,0,0,0,0,0,0,0,31500,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Camaro,2SS,Convertible,1,0,0,0,0,0,0,0,42500,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Corvette,1LT,Convertible,1,0,0,0,0,0,0,0,68400,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Corvette,2LT,Convertible,1,0,0,0,0,0,0,0,75200,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Corvette,3LT,Convertible,1,0,0,0,0,0,0,0,79850,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
,Porsche,718 Cayman,,Coupe,0,1,0,0,0,0,0,0,60500,4.9,,0,0,0,0,0,,Boxer 4,3,Turbocharged,,Gas,,300,,,,,Germany
,Porsche,718 Cayman,T,Coupe,0,1,0,0,0,0,0,0,69600,4.9,,0,0,0,0,0,,Boxer 4,3,Turbocharged,,Gas,,300,,,,,Germany
,Porsche,718 Cayman,S,Coupe,0,1,0,0,0,0,0,0,72500,4.4,,0,0,0,0,0,,Boxer 4,3,Turbocharged,,Gas,,350,,,,,Germany
,Porsche,718 Cayman,GTS 4.0,Coupe,0,1,0,0,0,0,0,0,87400,4.3,,0,0,0,0,0,,Boxer 6,4,,,Gas,,394,,,,,Germany
,Porsche,911,Carrera 4,Coupe,0,1,0,0,0,0,0,0,108500,4,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,379,,,,180,Germany
,Porsche,911,Carrera S,Coupe,0,1,0,0,0,0,0,0,117100,3.5,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,443,,,,191,Germany
,Porsche,911,Carrera 4S,Coupe,0,1,0,0,0,0,0,0,124400,3.4,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,443,,,,190,Germany
,Porsche,911,Targa 4,Coupe,0,1,0,0,0,0,0,0,121300,4.2,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,3,Gas,,379,,,,179,Germany
,Porsche,911,Targa 4S,Coupe,0,1,0,0,0,0,0,0,137200,3.6,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,3,Gas,,443,,,,188,Germany
,Porsche,911,Carrera GTS,Coupe,0,1,0,0,0,0,0,0,136700,3.2,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,473,,,,193,Germany
,Porsche,911,Carrera 4 GTS,Coupe,0,1,0,0,0,0,0,0,144000,3.1,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,473,,,,192,Germany
,Porsche,911,Targa 4 GTS,Coupe,0,1,0,0,0,0,0,0,156800,3.3,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,3,Gas,,473,,,,190,Germany
,Porsche,911,Turbo,Coupe,0,1,0,0,0,0,0,0,174300,2.7,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,572,,,,199,Germany
,Porsche,911,Turbo S,Coupe,0,1,0,0,0,0,0,0,207000,2.6,,0,0,0,0,0,,Boxer 6,4,Twin-Turbocharged,,Gas,,640,,,,205,Germany
,Porsche,911,GT3,Coupe,0,1,0,0,0,0,0,0,161100,3.2,,0,0,0,0,0,,Boxer 6,4,,,Gas,,502,,,,197,Germany
,Porsche,911,GT3 Touring Package,Coupe,0,1,0,0,0,0,0,0,161100,3.7,,0,0,0,0,0,,Boxer 6,4,,,Gas,,502,,,,199,Germany
,Mercedes-Benz,CLA 250 Coupe,,Coupe,0,1,0,0,0,0,0,0,37850,6.3,,0,0,0,0,0,,I4,6,Turbo,2,Gas,,221,,,,,Germany
,Mercedes-Benz,AMG CLA 35 Coupe,,Coupe,0,1,0,0,0,0,0,0,47850,4.8,,0,0,0,0,0,,I4,6,AMG Turbo,2,Gas,,302,,,,,Germany
,Mercedes-Benz,AMG CLA 45 Coupe,,Coupe,0,1,0,0,0,0,0,0,55350,4,,0,0,0,0,0,,I4,6,AMG Turbo,2,Gas,,382,,,,,Germany
,Mercedes-Benz,C 300 Coupe,,Coupe,0,1,0,0,0,0,0,0,47200,5.9,,0,0,0,0,0,,I4,6,Turbo,2,Gas,,255,,,,,Germany
,Mercedes-Benz,E 450 Coupe,,Coupe,0,1,0,0,0,0,0,0,64950,5.2,,0,0,0,0,0,,I6,7,Turbo w/ EQ Boost,3,Gas,,362,,,,,Germany
,Mercedes-Benz,AMG E 53 Coupe,,Coupe,0,1,0,0,0,0,0,0,76250,4.3,,0,0,0,0,0,,I6,7,AMG w/ EQ Boost & Electric Auxiliary Compressor,3,Gas,,429,,,,,Germany
,Mercedes-Benz,CLS 450 Coupe,,Coupe,0,1,0,0,0,0,0,0,70300,5.1,,0,0,0,0,0,,I6,7,Turbo w/ EQ Boost,3,Gas,,362,,,,,Germany
,Mercedes-Benz,AMG CLS 53 Coupe,,Coupe,0,1,0,0,0,0,0,0,81550,4.3,,0,0,0,0,0,,I6,7,AMG Turbo w/ EQ Boost & Electric Auxiliary Compressor,3,Gas,,429,,,,,Germany
,Mercedes-Benz,AMG GT 43 4-door Coupe,,Coupe,0,1,0,0,0,0,0,0,89900,4.8,,0,0,0,0,0,,I6,7,Turbo w/ EQ Boost,3,Gas,,362,,,,,Germany
,Mercedes-Benz,AMG GT 53 4-door Coupe,,Coupe,0,1,0,0,0,0,0,0,99950,4.4,,0,0,0,0,0,,I6,7,AMG Turbo w/ EQ Boost & Electric Auxiliary Compressor,3,Gas,,429,,,,,Germany
,Mercedes-Benz,AMG C 43 Coupe,,Coupe,0,1,0,0,0,0,0,0,59000,4.5,,0,0,0,0,0,,V6,8,AMG Bi-Turbo,3,Gas,,385,,,,,Germany
,Mercedes-Benz,AMG C 63 Coupe,,Coupe,0,1,0,0,0,0,0,0,70650,3.8,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,469,,,,,Germany
,Mercedes-Benz,AMG C 63 S Coupe,,Coupe,0,1,0,0,0,0,0,0,78250,3.7,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,503,,,,,Germany
,Mercedes-Benz,AMG S 63 Coupe,,Coupe,0,1,0,0,0,0,0,0,173100,3.4,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,603,,,,,Germany
,Mercedes-Benz,AMG GT 63 4-door Coupe,,Coupe,0,1,0,0,0,0,0,0,140600,3.3,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,577,,,,,Germany
,Mercedes-Benz,AMG GT 63 S 4-door Coupe,,Coupe,0,1,0,0,0,0,0,0,161900,3.1,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,630,,,,,Germany
,Mercedes-Benz,AMG GT Coupe,,Coupe,0,1,0,0,0,0,0,0,118600,3.7,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,523,,,,,Germany
,Mercedes-Benz,AMG GT C Coupe,,Coupe,0,1,0,0,0,0,0,0,153500,3.6,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,550,,,,,Germany
,Mercedes-Benz,AMG GT Black Series Coupe,,Coupe,0,1,0,0,0,0,0,0,325000,3.1,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,720,,,,,Germany
2021,Ford,Mustang,Mach 1,Coupe,0,1,0,0,0,0,0,0,53400,,,0,0,0,0,0,,V8,9,,5,Gas,,,,,,,USA
2021,Ford,Mustang,Shelby GT500,Coupe,0,1,0,0,0,0,0,0,72900,,,0,0,0,0,0,,V8,9,,5.2,Gas,,,,,,,USA
2022,Chevrolet,Camaro,LT1,Coupe,0,1,0,0,0,0,0,0,34000,,,0,0,0,0,0,,V8,9,,6.2,Gas,,455,Manual,,,,USA
2022,Chevrolet,Camaro,ZL1,Coupe,0,1,0,0,0,0,0,0,63000,,,0,0,0,0,0,,V8,9,,6.2,Gas,,650,Manual,,,,USA
2021,Ford,Mustang,EcoBoost Fastback,Coupe,0,1,0,0,0,0,0,0,27205,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2021,Ford,Mustang,EcoBoost Premium Fastback,Coupe,0,1,0,0,0,0,0,0,32225,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2021,Ford,Mustang,GT Fastback,Coupe,0,1,0,0,0,0,0,0,36285,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2021,Ford,Mustang,,Coupe,0,1,0,0,0,0,0,0,40285,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2021,Ford,Mustang,Mach 1 Premium,Coupe,0,1,0,0,0,0,0,0,55300,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Camaro,LS,Coupe,0,1,0,0,0,0,0,0,25000,,,0,0,0,0,0,,,,Turbocharged,2,Gas,,275,Manual,,,,USA
2022,Chevrolet,Corvette,1LT,Coupe,0,1,0,0,0,0,0,0,60900,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Corvette,2LT,Coupe,0,1,0,0,0,0,0,0,68200,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2022,Chevrolet,Corvette,3LT,Coupe,0,1,0,0,0,0,0,0,72850,,,0,0,0,0,0,,,,,,Gas,,,,,,,USA
2021,Ford,F-150,XL,Pickup,0,0,0,1,0,0,0,0,29290,,,0,0,0,0,0,,V6,8,,3.3,Gas,,,Auto,Regular,,,USA
2021,Ford,F-150,XLT,Pickup,0,0,0,1,0,0,0,0,35400,,,0,0,0,0,0,,,,,,Gas,,,,Regular,,,USA
,Mercedes-Benz,AMG GT Roadster,,Roadster,0,0,0,0,1,0,0,0,130700,3.7,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,523,,,,,Germany
,Mercedes-Benz,AMG GT C Roadster,,Roadster,0,0,0,0,1,0,0,0,165100,3.6,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,550,,,,,Germany
2022,Honda,Accord,Sport,Sedan,0,0,0,0,0,1,0,0,32110,,,0,0,0,0,0,,4-Cyl 10AT,1,Turbo,2,,,252,,,,,Japan
2022,Honda,Accord,Touring,Sedan,0,0,0,0,0,1,0,0,36900,,,0,0,0,0,0,,4-Cyl 10AT,1,Turbo,2,,,252,,,,,Japan
2022,Honda,Civic,LX,Sedan,0,0,0,0,0,1,0,0,21900,,,0,0,0,0,0,,4-Cyl CVT,2,,2,,,158,,,,,Japan
2022,Honda,Civic,Sport,Sedan,0,0,0,0,0,1,0,0,23300,,,0,0,0,0,0,,4-Cyl CVT,2,,2,,,158,,,,,Japan
2022,Honda,Civic,EX,Sedan,0,0,0,0,0,1,0,0,24900,,,0,0,0,0,0,,4-Cyl CVT,2,,1.5,,,180,,,,,Japan
2022,Honda,Civic,Touring,Sedan,0,0,0,0,0,1,0,0,28500,,,0,0,0,0,0,,4-Cyl CVT,2,,1.5,,,180,,,,,Japan
2022,Honda,Accord,LX,Sedan,0,0,0,0,0,1,0,0,24970,,,0,0,0,0,0,,4-Cyl CVT,2,Turbo,1.5,,,192,,,,,Japan
2022,Honda,Accord,Sport,Sedan,0,0,0,0,0,1,0,0,27430,,,0,0,0,0,0,,4-Cyl CVT,2,,1.5,,,192,,,,,Japan
2022,Honda,Accord,Sport Special Edition,Sedan,0,0,0,0,0,1,0,0,29315,,,0,0,0,0,0,,4-Cyl CVT,2,Turbo,1.5,,,192,,,,,Japan
2022,Honda,Accord,EX-L,Sedan,0,0,0,0,0,1,0,0,31290,,,0,0,0,0,0,,4-Cyl CVT,2,Turbo,1.5,,,192,,,,,Japan
,Mercedes-Benz,A 220 Sedan,,Sedan,0,0,0,0,0,1,0,0,33650,7.1,,0,0,0,0,0,,I4,6,Turbo,2,Gas,,188,,,,,Germany
,Mercedes-Benz,C 300 Sedan,,Sedan,0,0,0,0,0,1,0,0,41600,5.7,,0,0,0,0,0,,I4,6,Turbo,2,Gas,,255,,,,,Germany
,Mercedes-Benz,E 350 Sedan,,Sedan,0,0,0,0,0,1,0,0,54250,6.1,,0,0,0,0,0,,I4,6,Turbo,2,Gas,,255,,,,,Germany
,Mercedes-Benz,AMG E 53 Sedan,,Sedan,0,0,0,0,0,1,0,0,73900,4.4,,0,0,0,0,0,,I6,7,Turbo w/ EQ Boost & Electric Auxiliary Compressor,3,Gas,,429,,,,,Germany
,Mercedes-Benz,EQS 450+ Sedan,,Sedan,0,0,0,0,0,1,0,0,102310,5.9,,0,0,0,0,0,,Permanently Excited Synchronous (PSM),,,,Electric,,329,,,,,Germany
,Mercedes-Benz,AMG C 43 Sedan,,Sedan,0,0,0,0,0,1,0,0,56500,4.5,,0,0,0,0,0,,V6,8,AMG Bi-Turbo,3,Gas,,385,,,,,Germany
,Porsche,Panamera,,Sedan,0,0,0,0,0,1,0,0,88400,5.3,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Gas,,325,,,,168,Germany
,Porsche,Panamera,4,Sedan,0,0,0,0,0,1,0,0,93000,5,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Gas,,325,,,,167,Germany
,Porsche,Panamera,4 Executive,Sedan,0,0,0,0,0,1,0,0,99700,5.1,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Gas,,325,,,,166,Germany
,Porsche,Panamera,4S,Sedan,0,0,0,0,0,1,0,0,106400,4.1,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Gas,,443,,,,183,Germany
,Porsche,Panamera,4S Executive,Sedan,0,0,0,0,0,1,0,0,117700,4.2,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Gas,,443,,,,183,Germany
,Porsche,Panamera,4 E-Hybrid,Sedan,0,0,0,0,0,1,0,0,105000,4.2,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Hybrid,,455,,,,174,Germany
,Porsche,Panamera,4 E-Hybrid Executive,Sedan,0,0,0,0,0,1,0,0,109500,4.3,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Hybrid,,455,,,,174,Germany
,Porsche,Panamera,4S E-Hybrid,Sedan,0,0,0,0,0,1,0,0,114700,3.5,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Hybrid,,552,,,,185,Germany
,Porsche,Panamera,4S E-Hybrid Executive,Sedan,0,0,0,0,0,1,0,0,126000,3.6,,0,0,0,0,0,,V6,8,Twin-Turbocharged,,Hybrid,,552,,,,185,Germany
,Mercedes-Benz,AMG C 63 Sedan,,Sedan,0,0,0,0,0,1,0,0,68600,3.9,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,469,,,,,Germany
,Mercedes-Benz,AMG C 63 S Sedan,,Sedan,0,0,0,0,0,1,0,0,76200,3.8,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,503,,,,,Germany
,Mercedes-Benz,AMG E 63 S Sedan,,Sedan,0,0,0,0,0,1,0,0,107500,3.3,,0,0,0,0,0,,V8,9,AMG Bi-Turbo,4,Gas,,603,,,,,Germany
,Porsche,Panamera,GTS,Sedan,0,0,0,0,0,1,0,0,130700,3.7,,0,0,0,0,0,,V8,9,Twin-Turbocharged,,Gas,,473,,,,186,Germany
